"Journal Data Filtered By:  Selected JCR Year: 2018 Selected Editions: SCIE,SSCI Selected IF Range from: 0.000 Selected Category Scheme: WoS",,,
Rank,Full Journal Title,JCR Abbreviated Title,Journal Impact Factor
12063,REVISTA MEXICANA DE PSICOLOGIA,REV MEX PSICOL,0.321
12063,TIDSSKRIFT FOR SAMFUNNSFORSKNING,TIDSSKR SAMFUNNSFOR,0.321
12068,ALTERNATIVES,ALTERNATIVES,0.320
12068,JAPANESE JOURNAL OF APPLIED ENTOMOLOGY AND ZOOLOGY,JPN J APPL ENTOMOL Z,0.320
12070,Ayer,AYER,0.318
12070,JOURNAL OF COSMETIC SCIENCE,J COSMET SCI,0.318
12070,PROCEEDINGS OF THE INDIAN ACADEMY OF SCIENCES-MATHEMATICAL SCIENCES,P INDIAN AS-MATH SCI,0.318
12070,Thai Journal of Veterinary Medicine,THAI J VET MED,0.318
12074,ENVIRONMENTAL ETHICS,ENVIRON ETHICS,0.317
12075,AKTUELLE UROLOGIE,AKTUEL UROL,0.316
12075,ARCHIVES OF NATURAL HISTORY,ARCH NAT HIST,0.316
12075,ARCHIVES OF NATURAL HISTORY,ARCH NAT HIST,0.316
12075,European Review,EUR REV,0.316
12075,Translation and Interpreting Studies,TRANSL INTERPRET STU,0.316
12080,PSYCHOLOGIST,PSYCHOLOGIST,0.315
12081,Journal of Risk Model Validation,J RISK MODEL VALIDAT,0.314
12081,Queen Mary Journal of Intellectual Property,QUEEN MARY J INTELLE,0.314
12083,Bulletin of the Iranian Mathematical Society,B IRAN MATH SOC,0.313
12084,CHEMICKE LISTY,CHEM LISTY,0.311
12084,China-An International Journal,CHINA INT J,0.311
12084,JOURNAL OF CONCHOLOGY,J CONCHOL,0.311
12084,SERIALS REVIEW,SERIALS REV,0.311
12084,Tokyo Journal of Mathematics,TOKYO J MATH,0.311
12089,Acta Microscopica,ACTA MICROSC,0.310
12089,Inra Productions Animales,INRA PROD ANIM,0.310
12089,Investigacion Economica,INVEST ECON-MEX,0.310
12089,Revista de Educacion,REV EDUC-MADRID,0.310
12093,Animal Nutrition and Feed Technology,ANIM NUTR FEED TECHN,0.309
12093,Journal of African Media Studies,J AFR MEDIA STUD,0.309
12093,PROCEEDINGS OF THE JAPAN ACADEMY SERIES A-MATHEMATICAL SCIENCES,P JPN ACAD A-MATH,0.309
12093,STUDIA SCIENTIARUM MATHEMATICARUM HUNGARICA,STUD SCI MATH HUNG,0.309
12097,Bulletin of the Lebedev Physics Institute,B LEBEDEV PHYS INST+,0.308
12097,Journal of Victorian Culture,J VICT CULT,0.308
12099,Ciencia e Investigacion Agraria,CIENC INVESTIG AGRAR,0.307
12099,JOURNAL OF REPRODUCTIVE MEDICINE,J REPROD MED,0.307
12099,Movimento,MOVIMENTO-PORTO ALEG,0.307
12102,Informes de la Construccion,INF CONSTR,0.306
12102,PHYSIKALISCHE MEDIZIN REHABILITATIONSMEDIZIN KURORTMEDIZIN,PHYS MED REHAB KUROR,0.306
12104,PERSPECTIVES IN BIOLOGY AND MEDICINE,PERSPECT BIOL MED,0.304
12104,ZEITSCHRIFT FUR GEBURTSHILFE UND NEONATOLOGIE,Z GEBURTSH NEONATOL,0.304
12106,Propagation of Ornamental Plants,PROPAG ORNAM PLANTS,0.303
12107,ATOMIC ENERGY,ATOM ENERGY+,0.302
12107,Information & Culture,INFORM CULT,0.302
12107,PESQUISA VETERINARIA BRASILEIRA,PESQUI VET BRASIL,0.302
12110,Indian Journal of Geo-Marine Sciences,INDIAN J GEO-MAR SCI,0.301
12111,ETHNOHISTORY,ETHNOHISTORY,0.300
12111,Revista de Economia Aplicada,REV ECON APL-SPAIN,0.300
12113,Revista Brasileira de Ornitologia,REV BRAS ORNITOL,0.299
12113,Srpski Arhiv za Celokupno Lekarstvo,SRP ARK CELOK LEK,0.299
12115,Neurochemical Journal,NEUROCHEM J+,0.298
12115,Postepy Mikrobiologii,POSTEP MIKROBIOL,0.298
12117,Journal of Engineering Research,J ENG RES-KUWAIT,0.297
12118,ENGLISH HISTORICAL REVIEW,ENGL HIST REV,0.296
12118,Etikk i Praksis,ETIKK PRAKSIS,0.296
12118,RLA-Revista de Linguistica Teorica y Aplicada,RLA-REV LINGUIST TEO,0.296
12121,Journal of Modern Dynamics,J MOD DYNAM,0.295
12122,METALLURGIST,METALLURGIST+,0.294
12122,MIDDLE EASTERN STUDIES,MIDDLE EASTERN STUD,0.294
12122,Revista Internacional de Andrologia,REV INT ANDROL,0.294
12125,PACHYDERM,PACHYDERM,0.292
12126,TRANSACTIONS OF THE AMERICAN ENTOMOLOGICAL SOCIETY,T AM ENTOMOL SOC,0.291
12126,ZOOLOGICHESKY ZHURNAL,ZOOL ZH,0.291
12128,ADVANCED MATERIALS & PROCESSES,ADV MATER PROCESS,0.290
12128,Journal of Australian Political Economy,J AUST POLIT ECON,0.290
12128,Latin American Journal of Pharmacy,LAT AM J PHARM,0.290
12128,Tecnologia y Ciencias del Agua,TECNOL CIENC AGUA,0.290
12128,ZEITSCHRIFT FUR KRISTALLOGRAPHIE-NEW CRYSTAL STRUCTURES,Z KRIST-NEW CRYST ST,0.290
12133,AKTUELLE RHEUMATOLOGIE,AKTUEL RHEUMATOL,0.289
12133,BIOLOGICHESKIE MEMBRANY,BIOL MEMBRANY,0.289
12133,Engenharia Sanitaria e Ambiental,ENG SANIT AMBIENT,0.289
12133,History of Economic Ideas,HIST ECON IDEAS,0.289
12133,International Journal of Feminist Approaches To Bioethics,INT J FEM APPROACHES,0.289
12133,Laeknabladid,LAEKNABLADID,0.289
12139,ISRAEL JOURNAL OF VETERINARY MEDICINE,ISR J VET MED,0.288
12139,Japanese Journal of Political Science,JPN J POLIT SCI,0.288
12139,Revija za Kriminalistiko in Kriminologijo,REV KRIMINALISTIKO K,0.288
12142,ISRAELI JOURNAL OF AQUACULTURE-BAMIDGEH,ISR J AQUACULT-BAMID,0.287
12142,SOUTH ASIA-JOURNAL OF SOUTH ASIAN STUDIES,S ASIA,0.287
12142,SOUTHEAST ASIAN JOURNAL OF TROPICAL MEDICINE AND PUBLIC HEALTH,SE ASIAN J TROP MED,0.287
12145,Journal de Theorie des Nombres de Bordeaux,J THEOR NOMBR BORDX,0.286
12145,NEMATROPICA,NEMATROPICA,0.286
12145,PHYTOPROTECTION,PHYTOPROTECTION,0.286
12145,Review of Economic Design,REV ECON DES,0.286
12145,YAKUGAKU ZASSHI-JOURNAL OF THE PHARMACEUTICAL SOCIETY OF JAPAN,YAKUGAKU ZASSHI,0.286
12145,ZEITSCHRIFT FUR PADAGOGIK,Z PADAGOGIK,0.286
12151,ACTA BIOLOGICA COLOMBIANA,ACTA BIOL COLOMB,0.283
12151,Gaceta Medica de Mexico,GAC MED MEX,0.283
12151,Materia-Rio de Janeiro,MATERIA-BRAZIL,0.283
12154,Journal of Food Safety and Food Quality-Archiv fur Lebensmittelhygiene,J FOOD SAF FOOD QUAL,0.282
12154,PHYTON-INTERNATIONAL JOURNAL OF EXPERIMENTAL BOTANY,PHYTON-INT J EXP BOT,0.282
12154,RAIRO-THEORETICAL INFORMATICS AND APPLICATIONS,RAIRO-THEOR INF APPL,0.282
12157,EDUCATIONAL LEADERSHIP,EDUC LEADERSHIP,0.281
12157,Journal of Rubber Research,J RUBBER RES,0.281
12157,Parallax,PARALLAX,0.281
12157,RIDE-The Journal of Applied Theatre and Performance,RIDE-J APPL THEATRE,0.281
12157,Tydskrif Vir Geesteswetenskappe,TYDSKR GEESTESWET,0.281
12162,Medycyna Weterynaryjna-Veterinary Medicine-Science and Practice,MED WETER,0.280
12163,ACTA ZOOLOGICA BULGARICA,ACTA ZOOL BULGAR,0.278
12163,AGRICULTURAL HISTORY,AGR HIST,0.278
12163,AGRICULTURAL HISTORY,AGR HIST,0.278
12163,ORIENTAL INSECTS,ORIENT INSECTS,0.278
12167,Revista del CLAD Reforma y Democracia,REV CLAD REFORMA DEM,0.277
12168,AMERICAN BIOLOGY TEACHER,AM BIOL TEACH,0.276
12168,Mathematical Population Studies,MATH POPUL STUD,0.276
12168,Mathematical Population Studies,MATH POPUL STUD,0.276
12171,JOURNAL OF WOMENS HISTORY,J WOMENS HIST,0.275
12171,SOCIOLOGISK FORSKNING,SOCIOL FORSKNIN,0.275
12171,Studia Universitatis Babes-Bolyai Chemia,STUD U BABES-BOL CHE,0.275
12171,TURKISH JOURNAL OF PEDIATRICS,TURKISH J PEDIATR,0.275
12175,Archives of Rheumatology,ARCH RHEUMATOL,0.274
12176,Bollettino di Storia delle Scienze Matematiche,B STOR SCI MAT,0.273
12176,Fourrages,FOURRAGES,0.273
12176,HITOTSUBASHI JOURNAL OF ECONOMICS,HITOTSUB J ECON,0.273
12176,International Journal of Applied Research in Veterinary Medicine,INT J APPL RES VET M,0.273
12180,Vojnosanitetski Pregled,VOJNOSANIT PREGL,0.272
12181,DRUSTVENA ISTRAZIVANJA,DRUS ISTRAZ,0.271
12181,JOURNAL OF COMPARATIVE FAMILY STUDIES,J COMP FAM STUD,0.271
12181,Polish Sociological Review,POL SOCIOL REV,0.271
12184,HOUSTON JOURNAL OF MATHEMATICS,HOUSTON J MATH,0.270
12184,OCEANIA,OCEANIA,0.270
12186,Ankara Universitesi Veteriner Fakultesi Dergisi,ANKARA UNIV VET FAK,0.269
12186,Australian Orthodontic Journal,AUST ORTHOD J,0.269
12186,IHERINGIA SERIE BOTANICA,IHERINGIA SER BOT,0.269
12186,Journal of Cold War Studies,J COLD WAR STUD,0.269
12186,Sante Publique,SANTE PUBLIQUE,0.269
12186,Tarim Bilimleri Dergisi-Journal of Agricultural Sciences,TARIM BILIM DERG,0.269
12186,ZHURNAL VYSSHEI NERVNOI DEYATELNOSTI IMENI I P PAVLOVA,ZH VYSSH NERV DEYAT+,0.269
12193,Medecine Nucleaire-Imagerie Fonctionnelle et Metabolique,MED NUCL,0.268
12194,BMGN-The Low Countries Historical Review,BMGN,0.267
12194,EVOLUTION PSYCHIATRIQUE,EVOL PSYCHIATR,0.267
12194,Journal of African Languages and Linguistics,J AFR LANG LINGUIST,0.267
12194,NEUROPHYSIOLOGY,NEUROPHYSIOLOGY+,0.267
12194,Reports on Mathematical Logic,REP MATH LOGIC,0.267
12194,WIENER TIERARZTLICHE MONATSSCHRIFT,WIEN TIERARZTL MONAT,0.267
12200,Journal of Environmental Science and Management,J ENVIRON SCI MANAG,0.266
12201,ANASTHESIOLOGIE INTENSIVMEDIZIN NOTFALLMEDIZIN SCHMERZTHERAPIE,ANASTH INTENSIV NOTF,0.265
12201,INTERNATIONAL JOURNAL OF HUMAN GENETICS,INT J HUM GENET,0.265
12201,KERNTECHNIK,KERNTECHNIK,0.265
12201,Progress in Nutrition,PROG NUTR,0.265
12205,APPITA,APPITA,0.264
12205,INTERCIENCIA,INTERCIENCIA,0.264
12207,AFINIDAD,AFINIDAD,0.263
12207,B-ENT,B-ENT,0.263
12207,BIOPHARM INTERNATIONAL,BIOPHARM INT,0.263
12207,Circulo de Linguistica Aplicada a la Comunicacion,CIRC LINGUIST APL CO,0.263
12207,Electronic Research Announcements in Mathematical Sciences,ELECTRON RES ANNOUNC,0.263
12207,TRIMESTRE ECONOMICO,TRIMEST ECON,0.263
12213,JOURNAL OF THE JAPANESE SOCIETY FOR FOOD SCIENCE AND TECHNOLOGY-NIPPON SHOKUHIN KAGAKU KOGAKU KAISHI,J JPN SOC FOOD SCI,0.262
12213,Labour History,LABOUR HIST-AUST,0.262
12213,Revue Francaise d Allergologie,REV FR ALLERGOL,0.262
12216,Journal of Israeli History,J ISR HIST,0.261
12216,Large Animal Review,LARGE ANIM REV,0.261
12218,MOKUZAI GAKKAISHI,MOKUZAI GAKKAISHI,0.260
12218,STUDIES IN LANGUAGE,STUD LANG,0.260
12220,Historical Records of Australian Science,HIST REC AUST SCI,0.259
12221,CANADIAN JOURNAL OF INFORMATION AND LIBRARY SCIENCE-REVUE CANADIENNE DES SCIENCES DE L INFORMATION ET DE BIBLIOTHECONOMIE,CAN J INFORM LIB SCI,0.258
12221,INDIAN JOURNAL OF FISHERIES,INDIAN J FISH,0.258
12223,GENERATIONS-JOURNAL OF THE AMERICAN SOCIETY ON AGING,GENERATIONS,0.257
12223,LISTY CUKROVARNICKE A REPARSKE,LISTY CUKROV REPAR,0.257
12223,OIL GAS-EUROPEAN MAGAZINE,OIL GAS-EUR MAG,0.257
12226,Ethical Perspectives,ETHICAL PERSPECT,0.256
12227,Critical Arts-South-North Cultural and Media Studies,CRIT ARTS,0.255
12227,KOBUNSHI RONBUNSHU,KOBUNSHI RONBUNSHU,0.255
12229,INDIAN JOURNAL OF AGRICULTURAL SCIENCES,INDIAN J AGR SCI,0.253
12230,IN PRACTICE,IN PRACTICE,0.252
12231,Deviance et Societe,DEVIANCE SOC,0.250
12231,Hiroshima Mathematical Journal,HIROSHIMA MATH J,0.250
12231,INVESTIGACION CLINICA,INVEST CLIN,0.250
12231,International Journal of Economic Theory,INT J ECON THEORY,0.250
12231,JOURNAL OF ARCHITECTURAL AND PLANNING RESEARCH,J ARCHIT PLAN RES,0.250
12231,Minnesota Symposia on Child Psychology,MINN SYM CHILD PSYCH,0.250
12231,NOTA LEPIDOPTEROLOGICA,NOTA LEPIDOPTEROLOGI,0.250
12231,REVISTA DE LA SOCIEDAD ENTOMOLOGICA ARGENTINA,REV SOC ENTOMOL ARGE,0.250
12231,ZEITSCHRIFT FUR ARBEITS-UND ORGANISATIONSPSYCHOLOGIE,Z ARB ORGAN,0.250
12240,Bautechnik,BAUTECHNIK,0.249
12241,Anadolu Psikiyatri Dergisi-Anatolian Journal of Psychiatry,ANADOLU PSIKIYATR DE,0.248
12241,Onkologe,ONKOLOGE,0.248
12243,Israel Affairs,ISR AFF,0.247
12244,NAVAL ENGINEERS JOURNAL,NAV ENG J,0.246
12245,EUROPEAN JOURNAL OF GYNAECOLOGICAL ONCOLOGY,EUR J GYNAECOL ONCOL,0.245
12246,Journal of Exotic Pet Medicine,J EXOT PET MED,0.244
12246,Journal of the History of the Neurosciences,J HIST NEUROSCI,0.244
12248,TRANSACTIONS OF THE CANADIAN SOCIETY FOR MECHANICAL ENGINEERING,T CAN SOC MECH ENG,0.243
12249,ARQUIVO BRASILEIRO DE MEDICINA VETERINARIA E ZOOTECNIA,ARQ BRAS MED VET ZOO,0.242
12249,OSTEUROPA,OSTEUROPA,0.242
12251,GEFAHRSTOFFE REINHALTUNG DER LUFT,GEFAHRST REINHALT L,0.241
12251,TOPICS IN CLINICAL NUTRITION,TOP CLIN NUTR,0.241
12251,Turkish Journal of Geriatrics-Turk Geriatri Dergisi,TURK J GERIATR,0.241
12251,Turkish Journal of Geriatrics-Turk Geriatri Dergisi,TURK J GERIATR,0.241
12251,UNIVERSITY OF CINCINNATI LAW REVIEW,U CINCI LAW REV,0.241
12256,ELECTRICAL ENGINEERING IN JAPAN,ELECTR ENG JPN,0.240
12256,Korean Economic Review,KOREAN ECON REV,0.240
12256,Onomazein,ONOMAZEIN,0.240
12259,Mausam,MAUSAM,0.238
12259,WAR IN HISTORY,WAR HIST,0.238
12261,Differences-A Journal of Feminist Cultural Studies,DIFFERENCES,0.237
12261,ECONOMIST-NETHERLANDS,ECONOMIST-NETHERLAND,0.237
12261,INDOGERMANISCHE FORSCHUNGEN,INDOGER FORSCH,0.237
12264,Revista Brasileira de Medicina do Esporte,REV BRAS MED ESPORTE,0.236
12265,EARTH SCIENCES HISTORY,EARTH SCI HIST,0.235
12265,EARTH SCIENCES HISTORY,EARTH SCI HIST,0.235
12265,MALIMBUS,MALIMBUS,0.235
12265,ORNITOLOGIA NEOTROPICAL,ORNITOL NEOTROP,0.235
12269,Bauphysik,BAUPHYSIK,0.233
12269,CULTURAL CRITIQUE,CULT CRIT,0.233
12269,Indian Journal of Gender Studies,INDIAN J GEND STUD,0.233
12269,Revista Espanola de Linguistica Aplicada,REV ESP LINGUIST APL,0.233
12269,Zeitschrift fur Neuropsychologie,Z NEUROPSYCHOL,0.233
12274,Nutrition Clinique et Metabolisme,NUTR CLIN METAB,0.232
12275,Acta Linguistica Hungarica,ACTA LINGUIST HUNGAR,0.231
12275,Asian Women,ASIAN WOMEN,0.231
12275,Journal of South Asian Development,J S ASIAN DEV,0.231
12275,NWIG-New West Indian Guide-Nieuwe West-Indische Gids,NWIG-NEW W INDIAN GU,0.231
12275,Revista de la Union Matematica Argentina,REV UNION MAT ARGENT,0.231
12275,TURK PSIKOLOJI DERGISI,TURK PSIKOL DERG,0.231
12275,ZEITGESCHICHTE,ZEITGESCHICHTE,0.231
12282,Hidrobiologica,HIDROBIOLOGICA,0.230
12283,Journal of the Ramanujan Mathematical Society,J RAMANUJAN MATH SOC,0.229
12284,ASIAN JOURNAL OF WOMENS STUDIES,ASIAN J WOMEN STUD,0.228
12284,Current Topics in Nutraceutical Research,CURR TOP NUTRACEUT R,0.228
12284,UTILITAS MATHEMATICA,UTILITAS MATHEMATICA,0.228
12287,INDIAN JOURNAL OF ANIMAL SCIENCES,INDIAN J ANIM SCI,0.227
12287,Names-A Journal of Onomastics,NAMES,0.227
12289,BALTIC ASTRONOMY,BALT ASTRON,0.226
12289,SOUTHWESTERN NATURALIST,SOUTHWEST NAT,0.226
12291,French History,FR HIST,0.225
12292,AFRICAN STUDIES,AFR STUD-UK,0.224
12293,Turkish Journal of Physical Medicine and Rehabilitation,TURK J PH MED REHAB,0.223
12294,Informacios Tarsadalom,INF TARSAD,0.222
12294,MILITARY OPERATIONS RESEARCH,MIL OPER RES,0.222
12294,Zeitschrifte fur Familienforschung-Journal of Family Research,Z FAMILIENFORSCH,0.222
12297,RILCE-Revista de Filologia Hispanica,RILCE-REV FILOL HISP,0.221
12298,EPE Journal,EPE J,0.219
12298,PROGRESS IN BIOCHEMISTRY AND BIOPHYSICS,PROG BIOCHEM BIOPHYS,0.219
12298,War & Society,WAR SOC,0.219
12301,Neurology Asia,NEUROL ASIA,0.218
12302,ISI Bilimi ve Teknigi Dergisi-Journal of Thermal Science and Technology,ISI BILIM TEK DERG,0.217
12302,MITTEILUNGEN KLOSTERNEUBURG,MITT KLOSTERNEUBURG,0.217
12304,Dutch Crossing-Journal of Low Countries Studies,DUTCH CROSSING,0.216
12304,JOURNAL OF THE FACULTY OF AGRICULTURE KYUSHU UNIVERSITY,J FAC AGR KYUSHU U,0.216
12304,JOURNAL OF THE KANSAS ENTOMOLOGICAL SOCIETY,J KANSAS ENTOMOL SOC,0.216
12304,Light & Engineering,LIGHT ENG,0.216
12304,PHYTON-ANNALES REI BOTANICAE,PHYTON-ANN REI BOT A,0.216
12309,Acta Scientiae Veterinariae,ACTA SCI VET,0.215
12309,Archives des Maladies Professionnelles et de l Environnement,ARCH MAL PROF ENVIRO,0.215
12311,BANGLADESH JOURNAL OF BOTANY,BANGL J BOT,0.214
12311,Linguistica Antverpiensia New Series-Themes in Translation Studies,LING ANTVERP NEW SER,0.214
12311,NEGOTIATION JOURNAL,NEGOTIATION J,0.214
12314,JOURNAL OF VALUE INQUIRY,J VALUE INQUIRY,0.213
12314,REVISTA CIENTIFICA-FACULTAD DE CIENCIAS VETERINARIAS,REV CIENT-FAC CIEN V,0.213
12316,Journal of Nepal Medical Association,J NEPAL MED ASSOC,0.212
12317,Hong Kong Law Journal,HONG KONG LAW J,0.211
12318,ASHRAE JOURNAL,ASHRAE J,0.209
12318,CURRENT HISTORY,CURR HIST,0.209
12320,International Insolvency Review,INT INSOLV REV,0.208
12320,Rutgers University Law Review,RUTGERS U LAW REV,0.208
12320,Zeitschrift fur Sportpsychologie,Z SPORTPSYCHOL,0.208
12323,ANNALES MEDICO-PSYCHOLOGIQUES,ANN MED-PSYCHOL,0.207
12323,FILTRATION & SEPARATION,FILTR SEPARAT,0.207
12323,Gedrag & Organisatie,GEDRAG ORGAN,0.207
12326,AUSTRAL JOURNAL OF VETERINARY SCIENCES,AUSTRAL J VET SCI,0.206
12326,International Journal of the History of Sport,INT J HIST SPORT,0.206
12328,International Journal of Clinical and Experimental Pathology,INT J CLIN EXP PATHO,0.205
12328,LABOUR-LE TRAVAIL,LABOUR-TRAVAIL,0.205
12330,CONTEMPORARY PSYCHOANALYSIS,CONTEMP PSYCHOANAL,0.204
12330,Electronics and Communications in Japan,ELECTR COMMUN JPN,0.204
12330,JOURNAL OF THE AMERICAN POMOLOGICAL SOCIETY,J AM POMOL SOC,0.204
12330,Revista de la Facultad de Agronomia de la Universidad del Zulia,REV FAC AGRON LUZ,0.204
12334,Pflege,PFLEGE,0.203
12334,Pflege,PFLEGE,0.203
12336,WasserWirtschaft,WASSERWIRTSCHAFT,0.202
12337,LASER FOCUS WORLD,LASER FOCUS WORLD,0.201
12338,Andamios,ANDAMIOS,0.200
12338,Asian Biomedicine,ASIAN BIOMED,0.200
12338,Asian Economic Journal,ASIAN ECON J,0.200
12338,Bradleya,BRADLEYA,0.200
12338,French Cultural Studies,FR CULT STUD,0.200
12338,JAHRBUCHER FUR NATIONALOKONOMIE UND STATISTIK,JAHRB NATL STAT,0.200
12338,KOREAN JOURNAL OF DEFENSE ANALYSIS,KOREAN J DEF ANAL,0.200
12338,Korea Observer,KOREA OBS,0.200
12338,Language Matters,LANG MATTERS,0.200
12338,VETERINARIA MEXICO,VET MEXICO,0.200
12338,Zeitschrift fur Soziologie der Erziehung und Sozialisation,Z SOZIOL ERZIEH SOZI,0.200
12349,CHEMISTRY & INDUSTRY,CHEM IND-LONDON,0.198
12350,Hong Kong Journal of Paediatrics,HONG KONG J PAEDIATR,0.197
12350,Journal of Pediatric Infectious Diseases,J PEDIAT INF DIS-GER,0.197
12350,REVISTA COLOMBIANA DE ENTOMOLOGIA,REV COLOMB ENTOMOL,0.197
12353,Pratiques Psychologiques,PRAT PSYCHOL,0.196
12353,Pratiques Psychologiques,PRAT PSYCHOL,0.196
12353,Teknik Dergi,TEK DERGI,0.196
12356,Feministische Studien,FEMINISTISCHE STUD,0.194
12357,VLAAMS DIERGENEESKUNDIG TIJDSCHRIFT,VLAAMS DIERGEN TIJDS,0.193
12358,ARS COMBINATORIA,ARS COMBINATORIA,0.192
12359,Acta Bioethica,ACTA BIOETH,0.191
12359,Acta Bioethica,ACTA BIOETH,0.191
12361,KAGAKU KOGAKU RONBUNSHU,KAGAKU KOGAKU RONBUN,0.190
12361,Turk Gogus Kalp Damar Cerrahisi Dergisi-Turkish Journal of Thoracic and Cardiovascular Surgery,TURK GOGUS KALP DAMA,0.190
12363,Revue Roumaine de Linguistique-Romanian Review of Linguistics,REV ROUM LINGUIST,0.189
12364,KGK-Kautschuk Gummi Kunststoffe,KGK-KAUT GUMMI KUNST,0.188
12364,Revista MVZ Cordoba,REV MVZ CORDOBA,0.188
12366,BETRIEBSWIRTSCHAFTLICHE FORSCHUNG UND PRAXIS,BETRIEB FORSCH PRAX,0.186
12366,Diabetologe,DIABETOLOGE,0.186
12368,Analytical and Quantitative Cytopathology and Histopathology,ANAL QUANT CYTOPATHO,0.185
12368,OBSERVATORY,OBSERVATORY,0.185
12370,Telos,TELOS-US,0.183
12371,Anthropological Notebooks,ANTHROPOL NOTEB,0.182
12371,CALIFORNIA FISH AND GAME,CALIF FISH GAME,0.182
12371,JOURNAL OF THE ENTOMOLOGICAL RESEARCH SOCIETY,J ENTOMOL RES SOC,0.182
12374,International Journal of Clinical and Experimental Medicine,INT J CLIN EXP MED,0.181
12375,Monatsschrift fur Kriminologie und Strafrechtsreform,MONATS KRIMINOL,0.180
12376,TOPIA-Canadian Journal of Cultural Studies,TOPIA,0.179
12376,WEST INDIAN MEDICAL JOURNAL,W INDIAN MED J,0.179
12378,NIPPON SUISAN GAKKAISHI,NIPPON SUISAN GAKK,0.177
12379,Investigacion Bibliotecologica,INVESTIG BIBLIOTECOL,0.176
12379,JOURNAL OF POPULAR CULTURE,J POP CULT,0.176
12379,Journal of Policy History,J POLICY HIST,0.176
12382,B E Journal of Theoretical Economics,BE J THEOR ECON,0.173
12382,Informacao & Sociedade-Estudos,INFORM SOC-ESTUD,0.173
12382,Signa Vitae,SIGNA VITAE,0.173
12382,Tekstil ve Konfeksiyon,TEKST KONFEKSIYON,0.173
12386,FLEISCHWIRTSCHAFT,FLEISCHWIRTSCHAFT,0.172
12387,SOLID STATE TECHNOLOGY,SOLID STATE TECHNOL,0.171
12387,Tijdschrift voor Rechtsgeschiedenis-Revue d Histoire du Droit-The Legal History Review,TIJDSCHR RECHTSGESCH,0.171
12389,Clinical and Experimental Obstetrics & Gynecology,CLIN EXP OBSTET GYN,0.170
12389,Hong Kong Journal of Emergency Medicine,HONG KONG J EMERG ME,0.170
12389,Slovenian Veterinary Research,SLOV VET RES,0.170
12392,Open House International,OPEN HOUSE INT,0.169
12393,JOURNAL OF CAMEL PRACTICE AND RESEARCH,J CAMEL PRACT RES,0.168
12393,Journal of the Anatomical Society of India,J ANAT SOC INDIA,0.168
12395,MOUVEMENT SOCIAL,MOUVEMENT SOC,0.167
12395,PHYSICS WORLD,PHYS WORLD,0.167
12395,Papeles de Poblacion,PAPELES POBLAC,0.167
12395,Revista Chilena de Derecho,REV CHIL DERECH-PUCC,0.167
12395,SAMPE JOURNAL,SAMPE J,0.167
12395,Scandia,SCANDIA,0.167
12395,ZUCHTUNGSKUNDE,ZUCHTUNGSKUNDE,0.167
12402,Annals of Economics and Finance,ANN ECON FINANC,0.162
12402,CENTAURUS,CENTAURUS,0.162
12402,CENTAURUS,CENTAURUS,0.162
12402,Gestion y Politica Publica,GEST POLIT PUBLICA,0.162
12406,VIROLOGIE,VIROLOGIE,0.161
12407,Britain and the World,BRIT WORLD,0.158
12407,JOURNAL OF THE INDIAN CHEMICAL SOCIETY,J INDIAN CHEM SOC,0.158
12407,POSTEPY BIOLOGII KOMORKI,POSTEPY BIOL KOMORKI,0.158
12410,ANTHROPOS,ANTHROPOS,0.157
12411,ITE JOURNAL-INSTITUTE OF TRANSPORTATION ENGINEERS,ITE J,0.155
12411,Tempo Social,TEMPO SOC,0.155
12413,Africana Linguistica,AFR LINGUIST,0.154
12413,SCIENCES SOCIALES ET SANTE,SCI SOC SANTE,0.154
12415,FOOD TECHNOLOGY,FOOD TECHNOL-CHICAGO,0.153
12415,MATERIALS PERFORMANCE,MATER PERFORMANCE,0.153
12417,LAW LIBRARY JOURNAL,LAW LIBR J,0.151
12417,Langages,LANGAGES,0.151
12419,ALLERGOLOGIE,ALLERGOLOGIE,0.150
12419,FORUM DER PSYCHOANALYSE,FORUM PSYCHOANAL,0.150
12421,Pure and Applied Mathematics Quarterly,PURE APPL MATH Q,0.149
12422,AMA-Agricultural Mechanization in Asia Africa and Latin America,AMA-AGR MECH ASIA AF,0.148
12423,ALLGEMEINE FORST UND JAGDZEITUNG,ALLG FORST JAGDZTG,0.147
12423,UNIVERSITY OF PITTSBURGH LAW REVIEW,U PITT LAW REV,0.147
12425,Journal of African Law,J AFR LAW,0.146
12426,Bulletin de la Societe Linneenne de Lyon,B SOC LINN LYON,0.143
12426,FORKTAIL,FORKTAIL,0.143
12426,GRUPPENPSYCHOTHERAPIE UND GRUPPENDYNAMIK,GRUPPENPSYCHOTHER GR,0.143
12426,Hacienda Publica Espanola-Review of Public Economics,HACIENDA PUBLICA ESP,0.143
12426,MAGYAR ALLATORVOSOK LAPJA,MAGY ALLATORVOSOK,0.143
12431,INTERDISCIPLINARY SCIENCE REVIEWS,INTERDISCIPL SCI REV,0.140
12431,INTERDISCIPLINARY SCIENCE REVIEWS,INTERDISCIPL SCI REV,0.140
12431,Pedagogische Studien,PEDAGOG STUD,0.140
12434,BIOTECHNOLOGY LAW REPORT,BIOTECHNOL LAW REP,0.138
12435,Philippine Journal of Crop Science,PHILIPP J CROP SCI,0.135
12436,HOUILLE BLANCHE-REVUE INTERNATIONALE DE L EAU,HOUILLE BLANCHE,0.133
