cannot open /u/scratch/n/nikodm/pmcOA/Adv_Appl_Bioinforma_Chem/PMC3169933.nxml , skipping..
cannot open /u/scratch/n/nikodm/pmcOA/Adv_Appl_Bioinforma_Chem/PMC3169936.nxml , skipping..
cannot open /u/scratch/n/nikodm/pmcOA/Adv_Appl_Bioinforma_Chem/PMC3169945.nxml , skipping..
cannot open /u/scratch/n/nikodm/pmcOA/Adv_Appl_Bioinform_Chem/PMC3810201.nxml , skipping..
cannot open /u/scratch/n/nikodm/pmcOA/Adv_Appl_Bioinform_Chem/PMC5391158.nxml , skipping..
publication | /u/scratch/n/nikodm/pmcOA/Adv_Bioinformatics/PMC2775695.nxml
publication | /u/scratch/n/nikodm/pmcOA/BMC_Bioinformatics/PMC3699364.nxml
surname | Yang
given-names | Zihua
surname | Yang
given-names | Zhengrong
publication | /u/scratch/n/nikodm/pmcOA/BMC_Bioinformatics/PMC3702398.nxml
surname | Kim
given-names | Su Yeon
surname | Speed
given-names | Terence P
publication | /u/scratch/n/nikodm/pmcOA/BMC_Bioinformatics/PMC3717102.nxml
surname | Ma
given-names | Xinyun
surname | Zhang
given-names | Xuegong
publication | /u/scratch/n/nikodm/pmcOA/BMC_Bioinformatics/PMC3717275.nxml
surname | Dinu
given-names | Irina
surname | Wang
given-names | Xiaoming
surname | Kelemen
given-names | Linda E
surname | Vatanpour
given-names | Shabnam
surname | Pyne
given-names | Saumyadipta
publication | /u/scratch/n/nikodm/pmcOA/BMC_Bioinformatics/PMC3734162.nxml
surname | Day
given-names | Roger S
surname | McDade
given-names | Kevin K
publication | /u/scratch/n/nikodm/pmcOA/BMC_Bioinformatics/PMC3751310.nxml
surname | Lin
given-names | Dongdong
surname | Zhang
given-names | Jigang
surname | Li
given-names | Jingyao
surname | Calhoun
given-names | Vince D
surname | Deng
given-names | Hong-Wen
surname | Wang
given-names | Yu-Ping
publication | /u/scratch/n/nikodm/pmcOA/BMC_Bioinformatics/PMC3751367.nxml
surname | Liu
given-names | Yu-Cheng
surname | Cheng
given-names | Chun-Pei
surname | Tseng
given-names | Vincent S
publication | /u/scratch/n/nikodm/pmcOA/BMC_Bioinformatics/PMC3751905.nxml
surname | Shannon
given-names | Paul T
surname | Grimes
given-names | Mark
surname | Kutlu
given-names | Burak
surname | Bot
given-names | Jan J
surname | Galas
given-names | David J
publication | /u/scratch/n/nikodm/pmcOA/BMC_Bioinformatics/PMC3765618.nxml
surname | Zou
given-names | Liang
surname | Wang
given-names | Mang
surname | Shen
given-names | Yi
surname | Liao
given-names | Jie
surname | Li
given-names | Ao
surname | Wang
given-names | Minghui
publication | /u/scratch/n/nikodm/pmcOA/BMC_Bioinformatics/PMC3765716.nxml
surname | Bi
given-names | Yingtao
surname | Davuluri
given-names | Ramana V
publication | /u/scratch/n/nikodm/pmcOA/BMC_Bioinformatics/PMC3765848.nxml
surname | Zhang
given-names | Hongen
surname | Meltzer
given-names | Paul
surname | Davis
given-names | Sean
publication | /u/scratch/n/nikodm/pmcOA/BMC_Bioinformatics/PMC3816316.nxml
surname | Wu
given-names | Po-Yen
surname | Phan
given-names | John H
surname | Wang
given-names | May D
publication | /u/scratch/n/nikodm/pmcOA/BMC_Bioinformatics/PMC3820164.nxml
surname | Chen
given-names | Peikai
surname | Fan
given-names | Yubo
surname | Man
given-names | Tsz-kwong
surname | Hung
given-names | YS
surname | Lau
given-names | Ching C
surname | Wong
given-names | Stephen TC
publication | /u/scratch/n/nikodm/pmcOA/BMC_Bioinformatics/PMC3837470.nxml
surname | Distefano
given-names | Rosario
surname | Nigita
given-names | Giovanni
surname | Macca
given-names | Valentina
surname | Laganà
given-names | Alessandro
surname | Giugno
given-names | Rosalba
surname | Pulvirenti
given-names | Alfredo
surname | Ferro
given-names | Alfredo
publication | /u/scratch/n/nikodm/pmcOA/BMC_Bioinformatics/PMC3840595.nxml
surname | Christensen
given-names | Kris A
surname | Brunelli
given-names | Joseph P
surname | Lambert
given-names | Matthew J
surname | DeKoning
given-names | Jenefer
surname | Phillips
given-names | Ruth B
surname | Thorgaard
given-names | Gary H
publication | /u/scratch/n/nikodm/pmcOA/BMC_Bioinformatics/PMC3840672.nxml
surname | Dunn
given-names | Casey W
surname | Howison
given-names | Mark
surname | Zapata
given-names | Felipe
publication | /u/scratch/n/nikodm/pmcOA/BMC_Bioinformatics/PMC3844401.nxml
surname | Meehan
given-names | Terrence F
surname | Vasilevsky
given-names | Nicole A
surname | Mungall
given-names | Christopher J
surname | Dougall
given-names | David S
surname | Haendel
given-names | Melissa A
surname | Blake
given-names | Judith A
surname | Diehl
given-names | Alexander D
publication | /u/scratch/n/nikodm/pmcOA/BMC_Bioinformatics/PMC3844490.nxml
surname | Paul
given-names | Sushmita
surname | Maji
given-names | Pradipta
publication | /u/scratch/n/nikodm/pmcOA/BMC_Bioinformatics/PMC3848615.nxml
surname | Yu
given-names | Xiaoqing
surname | Sun
given-names | Shuying
publication | /u/scratch/n/nikodm/pmcOA/BMC_Bioinformatics/PMC3848764.nxml
surname | Cheng
given-names | Chun-Pei
surname | Liu
given-names | Yu-Cheng
surname | Tsai
given-names | Yi-Lin
surname | Tseng
given-names | Vincent S
publication | /u/scratch/n/nikodm/pmcOA/BMC_Bioinformatics/PMC3848857.nxml
surname | Alshalalfa
given-names | Mohammed
surname | Alhajj
given-names | Reda
publication | /u/scratch/n/nikodm/pmcOA/BMC_Bioinformatics/PMC3848894.nxml
surname | Zhou
given-names | Xionghui
surname | Liu
given-names | Juan
surname | Ye
given-names | Xinghuo
surname | Wang
given-names | Wei
surname | Xiong
given-names | Jianghui
publication | /u/scratch/n/nikodm/pmcOA/BMC_Bioinformatics/PMC3849715.nxml
surname | Wang
given-names | Wenting
surname | Baladandayuthapani
given-names | Veerabhadran
surname | Holmes
given-names | Chris C
surname | Do
given-names | Kim-Anh
publication | /u/scratch/n/nikodm/pmcOA/BMC_Bioinformatics/PMC3849762.nxml
surname | Esnaola
given-names | Mikel
surname | Puig
given-names | Pedro
surname | Gonzalez
given-names | David
surname | Castelo
given-names | Robert
surname | Gonzalez
given-names | Juan R
publication | /u/scratch/n/nikodm/pmcOA/BMC_Bioinformatics/PMC3851181.nxml
surname | Singh
given-names | Rahul
surname | Yang
given-names | Hui
surname | Dalziel
given-names | Ben
surname | Asarnow
given-names | Daniel
surname | Murad
given-names | William
surname | Foote
given-names | David
surname | Gormley
given-names | Matthew
surname | Stillman
given-names | Jonathan
surname | Fisher
given-names | Susan
publication | /u/scratch/n/nikodm/pmcOA/BMC_Bioinformatics/PMC3853117.nxml
surname | Yu
given-names | Hui
surname | Zhao
given-names | Zhongming
publication | /u/scratch/n/nikodm/pmcOA/BMC_Bioinformatics/PMC3853211.nxml
surname | Madhamshettiwar
given-names | Piyush B
surname | Maetschke
given-names | Stefan R
surname | Davis
given-names | Melissa J
surname | Ragan
given-names | Mark A
publication | /u/scratch/n/nikodm/pmcOA/BMC_Bioinformatics/PMC3854569.nxml
surname | Zhu
given-names | Mingzhu
surname | Dahmen
given-names | Jeremy L
surname | Stacey
given-names | Gary
surname | Cheng
given-names | Jianlin
publication | /u/scratch/n/nikodm/pmcOA/BMC_Bioinformatics/PMC3870984.nxml
surname | Thøgersen
given-names | Juliane Charlotte
surname | Mørup
given-names | Morten
surname | Damkiær
given-names | Søren
surname | Molin
given-names | Søren
surname | Jelsbak
given-names | Lars
publication | /u/scratch/n/nikodm/pmcOA/BMC_Bioinformatics/PMC3877965.nxml
surname | Lu
given-names | Tzu-Pin
surname | Chuang
given-names | Eric Y
surname | Chen
given-names | James J
publication | /u/scratch/n/nikodm/pmcOA/BMC_Bioinformatics/PMC3878775.nxml
surname | Lowe
given-names | Robert
surname | Rakyan
given-names | Vardhman K
publication | /u/scratch/n/nikodm/pmcOA/BMC_Bioinformatics/PMC3879183.nxml
surname | Rehrauer
given-names | Hubert
surname | Opitz
given-names | Lennart
surname | Tan
given-names | Ge
surname | Sieverling
given-names | Lina
surname | Schlapbach
given-names | Ralph
publication | /u/scratch/n/nikodm/pmcOA/BMC_Bioinformatics/PMC3879328.nxml
surname | Sleep
given-names | Julie A
surname | Schreiber
given-names | Andreas W
surname | Baumann
given-names | Ute
publication | /u/scratch/n/nikodm/pmcOA/BMC_Bioinformatics/PMC3882329.nxml
surname | Liu
given-names | Xiang
surname | Lu
given-names | Tao
surname | Dou
given-names | Yongchao
surname | Yu
given-names | Bin
surname | Zhang
given-names | Chi
publication | /u/scratch/n/nikodm/pmcOA/BMC_Bioinformatics/PMC3890500.nxml
surname | Jaffe
given-names | Andrew E
surname | Storey
given-names | John D
surname | Ji
given-names | Hongkai
surname | Leek
given-names | Jeffrey T
publication | /u/scratch/n/nikodm/pmcOA/BMC_Bioinformatics/PMC3899927.nxml
surname | Dembélé
given-names | Doulaye
surname | Kastner
given-names | Philippe
publication | /u/scratch/n/nikodm/pmcOA/BMC_Bioinformatics/PMC3903047.nxml
surname | Elhaik
given-names | Eran
surname | Pellegrini
given-names | Matteo
surname | Tatarinova
given-names | Tatiana V
publication | /u/scratch/n/nikodm/pmcOA/BMC_Bioinformatics/PMC3903072.nxml
surname | Youn
given-names | Ahrim
surname | Simon
given-names | Richard
publication | /u/scratch/n/nikodm/pmcOA/BMC_Bioinformatics/PMC3909759.nxml
surname | Reboiro-Jato
given-names | Miguel
surname | Arrais
given-names | Joel P
surname | Oliveira
given-names | José Luis
surname | Fdez-Riverola
given-names | Florentino
publication | /u/scratch/n/nikodm/pmcOA/BMC_Bioinformatics/PMC3916084.nxml
surname | Cole
given-names | Charles
surname | Krampis
given-names | Konstantinos
surname | Karagiannis
given-names | Konstantinos
surname | Almeida
given-names | Jonas S
surname | Faison
given-names | William J
surname | Motwani
given-names | Mona
surname | Wan
given-names | Quan
surname | Golikov
given-names | Anton
surname | Pan
given-names | Yang
surname | Simonyan
given-names | Vahan
surname | Mazumder
given-names | Raja
publication | /u/scratch/n/nikodm/pmcOA/BMC_Bioinformatics/PMC3916445.nxml
surname | Liu
given-names | Yiyi
surname | Gu
given-names | Quanquan
surname | Hou
given-names | Jack P
surname | Han
given-names | Jiawei
surname | Ma
given-names | Jian
publication | /u/scratch/n/nikodm/pmcOA/BMC_Bioinformatics/PMC3922167.nxml
surname | Reid
given-names | Jeffrey G
surname | Carroll
given-names | Andrew
surname | Veeraraghavan
given-names | Narayanan
surname | Dahdouli
given-names | Mahmoud
surname | Sundquist
given-names | Andreas
surname | English
given-names | Adam
surname | Bainbridge
given-names | Matthew
surname | White
given-names | Simon
surname | Salerno
given-names | William
surname | Buhay
given-names | Christian
surname | Yu
given-names | Fuli
surname | Muzny
given-names | Donna
surname | Daly
given-names | Richard
surname | Duyk
given-names | Geoff
surname | Gibbs
given-names | Richard A
surname | Boerwinkle
given-names | Eric
publication | /u/scratch/n/nikodm/pmcOA/BMC_Bioinformatics/PMC3927682.nxml
surname | Kim
given-names | Jongik
surname | Li
given-names | Chen
surname | Xie
given-names | Xiaohui
publication | /u/scratch/n/nikodm/pmcOA/BMC_Bioinformatics/PMC3936957.nxml
surname | Yang
given-names | Peng
surname | Wu
given-names | Min
surname | Guo
given-names | Jing
surname | Kwoh
given-names | Chee Keong
surname | Przytycka
given-names | Teresa M
surname | Zheng
given-names | Jie
publication | /u/scratch/n/nikodm/pmcOA/BMC_Bioinformatics/PMC394317.nxml
surname | Biro
given-names | Jan C
surname | Biro
given-names | Josephine MK
publication | /u/scratch/n/nikodm/pmcOA/BMC_Bioinformatics/PMC3975178.nxml
surname | Gan
given-names | Zhuohui
surname | Wang
given-names | Jianwu
surname | Salomonis
given-names | Nathan
surname | Stowe
given-names | Jennifer C
surname | Haddad
given-names | Gabriel G
surname | McCulloch
given-names | Andrew D
surname | Altintas
given-names | Ilkay
surname | Zambon
given-names | Alexander C
publication | /u/scratch/n/nikodm/pmcOA/BMC_Bioinformatics/PMC3980897.nxml
surname | Partl
given-names | Christian
surname | Lex
given-names | Alexander
surname | Streit
given-names | Marc
surname | Kalkofen
given-names | Denis
surname | Kashofer
given-names | Karl
surname | Schmalstieg
given-names | Dieter
publication | /u/scratch/n/nikodm/pmcOA/BMC_Bioinformatics/PMC3981573.nxml
surname | Craig
given-names | Paul
surname | Cannon
given-names | Alan
surname | Kukla
given-names | Robert
surname | Kennedy
given-names | Jessie
publication | /u/scratch/n/nikodm/pmcOA/BMC_Bioinformatics/PMC3998036.nxml
surname | Vitting-Seerup
given-names | Kristoffer
surname | Porse
given-names | Bo Torben
surname | Sandelin
given-names | Albin
surname | Waage
given-names | Johannes
publication | /u/scratch/n/nikodm/pmcOA/BMC_Bioinformatics/PMC3999944.nxml
surname | Govind
given-names | Shaylan K
surname | Zia
given-names | Amin
surname | Hennings-Yeomans
given-names | Pablo H
surname | Watson
given-names | John D
surname | Fraser
given-names | Michael
surname | Anghel
given-names | Catalina
surname | Wyatt
given-names | Alexander W
surname | van der Kwast
given-names | Theodorus
surname | Collins
given-names | Colin C
surname | McPherson
given-names | John D
surname | Bristow
given-names | Robert G
surname | Boutros
given-names | Paul C
publication | /u/scratch/n/nikodm/pmcOA/BMC_Bioinformatics/PMC4000433.nxml
surname | Li
given-names | Yihan
surname | Ghosh
given-names | Debashis
publication | /u/scratch/n/nikodm/pmcOA/BMC_Bioinformatics/PMC4002922.nxml
surname | Roux
given-names | Simon
surname | Tournayre
given-names | Jeremy
surname | Mahul
given-names | Antoine
surname | Debroas
given-names | Didier
surname | Enault
given-names | François
publication | /u/scratch/n/nikodm/pmcOA/BMC_Bioinformatics/PMC4003822.nxml
surname | Yang
given-names | Shengping
surname | Cui
given-names | Xiangqin
surname | Fang
given-names | Zhide
publication | /u/scratch/n/nikodm/pmcOA/BMC_Bioinformatics/PMC4004357.nxml
surname | Nakagome
given-names | Mariko
surname | Solovieva
given-names | Elena
surname | Takahashi
given-names | Akira
surname | Yasue
given-names | Hiroshi
surname | Hirochika
given-names | Hirohiko
surname | Miyao
given-names | Akio
publication | /u/scratch/n/nikodm/pmcOA/BMC_Bioinformatics/PMC4006456.nxml
surname | Nygård
given-names | Ståle
surname | Reitan
given-names | Trond
surname | Clancy
given-names | Trevor
surname | Nygaard
given-names | Vegard
surname | Bjørnstad
given-names | Johannes
surname | Skrbic
given-names | Biljana
surname | Tønnessen
given-names | Theis
surname | Christensen
given-names | Geir
surname | Hovig
given-names | Eivind
publication | /u/scratch/n/nikodm/pmcOA/BMC_Bioinformatics/PMC4015147.nxml
surname | Rødland
given-names | Einar Andreas
publication | /u/scratch/n/nikodm/pmcOA/BMC_Bioinformatics/PMC4016238.nxml
surname | Vaes
given-names | Evelien
surname | Khan
given-names | Mona
surname | Mombaerts
given-names | Peter
publication | /u/scratch/n/nikodm/pmcOA/BMC_Bioinformatics/PMC4016313.nxml
surname | Cremaschi
given-names | Paolo
surname | Rovida
given-names | Sergio
surname | Sacchi
given-names | Lucia
surname | Lisa
given-names | Antonella
surname | Calvi
given-names | Francesca
surname | Montecucco
given-names | Alessandra
surname | Biamonti
given-names | Giuseppe
surname | Bione
given-names | Silvia
surname | Sacchi
given-names | Gianni
publication | /u/scratch/n/nikodm/pmcOA/BMC_Bioinformatics/PMC4016656.nxml
surname | Bischler
given-names | Thorsten
surname | Kopf
given-names | Matthias
surname | Voß
given-names | Björn
publication | /u/scratch/n/nikodm/pmcOA/BMC_Bioinformatics/PMC4020321.nxml
surname | Kehr
given-names | Birte
surname | Trappe
given-names | Kathrin
surname | Holtgrewe
given-names | Manuel
surname | Reinert
given-names | Knut
publication | /u/scratch/n/nikodm/pmcOA/BMC_Bioinformatics/PMC4021055.nxml
surname | Castellani
given-names | Christina A
surname | Melka
given-names | Melkaye G
surname | Wishart
given-names | Andrea E
surname | Locke
given-names | M Elizabeth O
surname | Awamleh
given-names | Zain
surname | O’Reilly
given-names | Richard L
surname | Singh
given-names | Shiva M
publication | /u/scratch/n/nikodm/pmcOA/BMC_Bioinformatics/PMC4021105.nxml
surname | Kerpedjiev
given-names | Peter
surname | Frellsen
given-names | Jes
surname | Lindgreen
given-names | Stinus
surname | Krogh
given-names | Anders
publication | /u/scratch/n/nikodm/pmcOA/BMC_Bioinformatics/PMC4023493.nxml
surname | Wirawan
given-names | Adrianto
surname | Harris
given-names | Robert S
surname | Liu
given-names | Yongchao
surname | Schmidt
given-names | Bertil
surname | Schröder
given-names | Jan
publication | /u/scratch/n/nikodm/pmcOA/BMC_Bioinformatics/PMC4026834.nxml
surname | Chen
given-names | Zhongxue
surname | Huang
given-names | Hanwen
surname | Liu
given-names | Qingzhong
publication | /u/scratch/n/nikodm/pmcOA/BMC_Bioinformatics/PMC4030574.nxml
surname | Koren
given-names | Sergey
surname | Treangen
given-names | Todd J
surname | Hill
given-names | Christopher M
surname | Pop
given-names | Mihai
surname | Phillippy
given-names | Adam M
publication | /u/scratch/n/nikodm/pmcOA/BMC_Bioinformatics/PMC4035752.nxml
surname | Kim
given-names | Su Yeon
surname | Jacob
given-names | Laurent
surname | Speed
given-names | Terence P
publication | /u/scratch/n/nikodm/pmcOA/BMC_Bioinformatics/PMC4038595.nxml
surname | Ling
given-names | Maurice HT
surname | Poh
given-names | Chueh Loo
publication | /u/scratch/n/nikodm/pmcOA/BMC_Bioinformatics/PMC4039316.nxml
surname | Killcoyne
given-names | Sarah
surname | del Sol
given-names | Antonio
publication | /u/scratch/n/nikodm/pmcOA/BMC_Bioinformatics/PMC4052286.nxml
surname | Pepe
given-names | Daniele
surname | Grassi
given-names | Mario
publication | /u/scratch/n/nikodm/pmcOA/BMC_Bioinformatics/PMC4053266.nxml
surname | Meng
given-names | Chen
surname | Kuster
given-names | Bernhard
surname | Culhane
given-names | Aedín C
surname | Gholami
given-names | Amin Moghaddas
publication | /u/scratch/n/nikodm/pmcOA/BMC_Bioinformatics/PMC4063226.nxml
